beds,baths,sq__ft,sale_date,price
3,2,1294,Thu May 15 00:00:00 EDT 2008,191250
3,2,1638,Thu May 15 00:00:00 EDT 2008,191675
3,2,1677,Thu May 15 00:00:00 EDT 2008,195500
3,1,1073,Thu May 15 00:00:00 EDT 2008,198000
3,2,1231,Thu May 15 00:00:00 EDT 2008,200000
3,2,1175,Thu May 15 00:00:00 EDT 2008,200000
3,2,1416,Thu May 15 00:00:00 EDT 2008,200000
0,0,0,Thu May 15 00:00:00 EDT 2008,200100
3,2,1358,Thu May 15 00:00:00 EDT 2008,201528
4,2,1609,Thu May 15 00:00:00 EDT 2008,204750
4,3,1968,Thu May 15 00:00:00 EDT 2008,205000
2,2,1089,Thu May 15 00:00:00 EDT 2008,205000
3,2,1296,Thu May 15 00:00:00 EDT 2008,205900
2,2,1189,Thu May 15 00:00:00 EDT 2008,207000
2,1,795,Thu May 15 00:00:00 EDT 2008,207973
3,2,1371,Thu May 15 00:00:00 EDT 2008,208250
3,1,1310,Thu May 15 00:00:00 EDT 2008,208318
3,2,1262,Thu May 15 00:00:00 EDT 2008,209347
4,2,1740,Thu May 15 00:00:00 EDT 2008,211500
3,2,1517,Thu May 15 00:00:00 EDT 2008,212000
3,2,1450,Thu May 15 00:00:00 EDT 2008,213000
3,2,1416,Thu May 15 00:00:00 EDT 2008,216000
3,1,888,Thu May 15 00:00:00 EDT 2008,216021
3,2,1882,Thu May 15 00:00:00 EDT 2008,219000
3,2,1302,Thu May 15 00:00:00 EDT 2008,219794
3,2,1418,Thu May 15 00:00:00 EDT 2008,220000
3,2,0,Thu May 15 00:00:00 EDT 2008,220000
4,2,1319,Thu May 15 00:00:00 EDT 2008,220000
4,2,1770,Thu May 15 00:00:00 EDT 2008,220000
4,2,1627,Thu May 15 00:00:00 EDT 2008,223000
0,0,0,Thu May 15 00:00:00 EDT 2008,224000
3,1,1040,Thu May 15 00:00:00 EDT 2008,224000
3,1,960,Thu May 15 00:00:00 EDT 2008,224252
3,2,0,Thu May 15 00:00:00 EDT 2008,224500
3,1,1456,Thu May 15 00:00:00 EDT 2008,225000
3,2,1450,Thu May 15 00:00:00 EDT 2008,228000
3,2,1358,Thu May 15 00:00:00 EDT 2008,229027
4,2,1329,Thu May 15 00:00:00 EDT 2008,229500
4,2,1715,Thu May 15 00:00:00 EDT 2008,230000
3,2,1262,Thu May 15 00:00:00 EDT 2008,230000
4,3,2280,Thu May 15 00:00:00 EDT 2008,232425
3,2,1477,Thu May 15 00:00:00 EDT 2008,234000
3,2,1216,Thu May 15 00:00:00 EDT 2008,235000
4,2,1685,Thu May 15 00:00:00 EDT 2008,235301
3,2,1362,Thu May 15 00:00:00 EDT 2008,235738
